MISSION_ELAPSED_TIME,RX,RY,RZ,VX,VY,VZ,MASS,WPSA,Link_Budget_WPSADS54,DS54,Link_Budget_DS54,DS24,Link_Budget_DS24,DS34,Link_Budget_DS34
133.094466,-5620.9876765885,8003.0917445429,7103.48550993021,-7.34,0.854,1.77,33231.915,1,294.2913509,1,2817.086221,0,,0,
134.094466,-5796.23852960727,7604.54620814217,6982.73202553005,-7.26,0.746,1.67,33231.915,1,294.2913509,1,2817.086221,0,,0,
135.094466,-6225.31819777988,8024.03856188394,7113.11227673082,-7.19,0.646,1.57,33231.915,1,294.2913509,1,2817.086221,0,,0,
136.094466,-6702.05999329574,7952.39714112576,7393.60571621681,-7.11,0.551,1.48,33231.915,1,294.2913509,1,2817.086221,0,,0,
137.094466,-7357.40649325802,7565.43632662539,7730.51225973983,-7.03,0.463,1.4,33231.915,1,294.2913509,1,2817.086221,0,,0,
138.094466,-7397.88264124136,8069.08360680098,7655.27638872234,-6.96,0.38,1.32,33231.915,1,294.2913509,1,2817.086221,0,,0,
139.094466,-7838.74530141885,7965.75793525809,7826.35990005415,-6.88,0.302,1.24,33231.915,1,294.2913509,1,2817.086221,0,,0,
140.094466,-8599.67968777737,7888.4447379034,7850.10875856294,-6.81,0.229,1.17,33231.915,1,294.2913509,1,2817.086221,0,,0,
141.094466,-8694.08998968191,8008.91874687593,7701.35731778839,-6.73,0.161,1.1,33231.915,1,294.2913509,1,2817.086221,0,,0,
142.094466,-9127.40196648574,7869.03766731453,8175.71307328845,-6.66,0.0959,1.04,33231.915,1,294.2913509,1,2817.086221,0,,0,
143.094466,-9287.65160189139,7841.8407984862,8201.02733492666,-6.59,0.0348,0.976,33231.915,1,294.2913509,1,2817.086221,0,,0,
144.094466,-9842.87849709615,8056.21160742904,7905.86346763647,-6.52,-0.0228,0.918,33231.915,1,294.2913509,1,2817.086221,0,,0,
145.094466,-10215.2664259735,7869.85446221923,8040.87910444559,-6.45,-0.0772,0.863,33231.915,1,294.2913509,1,2817.086221,0,,0,
146.094466,-10548.8729820084,7560.88773442592,8162.1704889928,-6.39,-0.129,0.811,33231.915,1,294.2913509,1,2817.086221,0,,0,
147.094466,-11002.175801445,7908.6683655739,7979.54234888001,-6.32,-0.177,0.761,33231.915,1,294.2913509,1,2817.086221,0,,0,
148.094466,-11299.7157004093,7727.55288833423,8321.35975269019,-6.25,-0.223,0.713,33231.915,1,294.2913509,1,2817.086221,0,,0,
149.094466,-11883.258566849,7559.7562455023,8654.36742752948,-6.19,-0.267,0.667,33231.915,1,294.2913509,1,2817.086221,0,,0,
150.094466,-12144.1198450912,8019.72405518002,8173.18700096826,-6.13,-0.309,0.624,33231.915,1,294.2913509,1,2817.086221,0,,0,
151.094466,-12612.851733676,7809.52186935828,8363.49058460894,-6.07,-0.348,0.582,33231.915,1,294.2913509,1,2817.086221,0,,0,
152.094466,-13201.7278764444,7748.59489581347,8348.44698202029,-6.01,-0.385,0.542,33231.915,1,294.2913509,1,2817.086221,0,,0,
153.094466,-13288.3178917647,7692.61870945343,8362.79731751028,-5.95,-0.421,0.504,33231.915,1,294.2913509,1,2817.086221,0,,0,
154.094466,-13537.3931852774,7587.60085952635,8932.51296368169,-5.89,-0.455,0.468,33231.915,1,294.2913509,1,2817.086221,0,,0,
155.094466,-14085.2533673535,7716.53329614787,8326.87647037182,-5.83,-0.487,0.433,33231.915,1,294.2913509,1,2817.086221,0,,0,
156.094466,-14278.3128466089,8005.80391496406,8605.16685948101,-5.78,-0.518,0.399,33231.915,1,294.2913509,1,2817.086221,0,,0,
157.094466,-14596.6862258046,7728.31581062585,8247.23301453135,-5.72,-0.547,0.367,33231.915,1,294.2913509,1,2817.086221,0,,0,
158.094466,-15104.0612820048,7770.42777379522,8459.87408064897,-5.67,-0.575,0.336,33231.915,1,294.2913509,1,2817.086221,0,,0,
159.094466,-15157.9124923675,7678.74997997098,8359.90016282228,-5.62,-0.601,0.307,33231.915,1,294.2913509,1,2817.086221,0,,0,
160.094466,-15844.4988988779,7782.90432723861,8690.02232693069,-5.57,-0.627,0.278,33231.915,1,294.2913509,1,2817.086221,0,,0,
161.094466,-16155.6224984838,7517.02177829726,8736.87684658741,-5.52,-0.651,0.25,33231.915,1,294.2913509,1,2817.086221,0,,0,
162.094466,-16165.1975018682,7593.23448119059,8597.15728131982,-5.47,-0.674,0.224,33231.915,1,294.2913509,1,2817.086221,0,,0,
163.094466,-16752.2950733576,7747.55684980327,8217.83430194787,-5.42,-0.697,0.198,33231.915,1,294.2913509,1,2817.086221,0,,0,
164.094466,-17045.5098219716,7360.38821766197,8847.25522421304,-5.37,-0.718,0.174,33231.915,1,294.2913509,1,2817.086221,0,,0,
165.094466,-17186.9819109072,7369.9183350165,8733.65036650806,-5.32,-0.738,0.15,33231.915,1,294.2913509,1,2817.086221,0,,0,
166.094466,-17648.2797640828,7198.72009460778,8784.66280154692,-5.28,-0.758,0.127,33231.915,1,294.2913509,1,2817.086221,0,,0,
167.094466,-17807.4523833585,7283.42636038501,8580.66472022836,-5.23,-0.777,0.105,33231.915,1,294.2913509,1,2817.086221,0,,0,
168.094466,-18388.3325613918,7263.27589623969,8563.2275664138,-5.19,-0.795,0.0837,33231.915,1,294.2913509,1,2817.086221,0,,0,
169.094466,-18677.3100588278,7392.62419784425,8803.26364538792,-5.14,-0.812,0.0631,33231.915,1,294.2913509,1,2817.086221,0,,0,
170.094466,-18856.7338915023,7183.44679594735,8508.1556182141,-5.1,-0.828,0.0432,33231.915,1,294.2913509,1,2817.086221,0,,0,
171.094466,-18943.4258836472,7283.04820982386,8651.66641798596,-5.06,-0.844,0.0239,33231.915,1,294.2913509,1,2817.086221,0,,0,
172.094466,-19503.8836878321,7052.11287613549,8351.02679554426,-5.02,-0.86,0.0053,33231.915,1,294.2913509,1,2817.086221,0,,0,
173.094466,-19653.2831241181,7063.54088012076,8443.56647160471,-4.98,-0.874,-0.0128,33231.915,1,294.2913509,1,2817.086221,0,,0,
174.094466,-20123.0562996857,7299.65944567069,8782.7052613625,-4.94,-0.888,-0.0303,33231.915,1,294.2913509,1,2817.086221,0,,0,
175.094466,-20121.131841731,6764.52831885274,8777.77039007787,-4.9,-0.902,-0.0472,33231.915,1,294.2913509,1,2817.086221,0,,0,
176.094466,-20314.869088678,6927.51812726757,8558.08404590737,-4.86,-0.915,-0.0636,33231.915,1,294.2913509,1,2817.086221,0,,0,
177.094466,-20897.3890526046,7038.15846138769,8330.29707312513,-4.82,-0.928,-0.0795,33231.915,1,294.2913509,1,2817.086221,0,,0,
178.094466,-21621.2561140139,7018.96358099345,8580.70612156335,-4.78,-0.94,-0.095,33231.915,1,294.2913509,1,2817.086221,0,,0,
179.094466,-21360.2595664394,6913.09065388215,9073.64544322111,-4.75,-0.951,-0.11,33231.915,1,294.2913509,1,2817.086221,0,,0,
180.094466,-21587.6751667191,6410.7039015546,8558.09436521287,-4.71,-0.962,-0.124,33231.915,1,294.2913509,1,2817.086221,0,,0,
181.094466,-21768.7974922162,6482.73647264977,8783.06478724707,-4.67,-0.973,-0.139,33231.915,1,294.2913509,1,2817.086221,0,,0,
182.094466,-22293.1861935113,6331.28152887879,8723.54291503342,-4.64,-0.984,-0.152,33231.915,1,294.2913509,1,2817.086221,0,,0,
183.094466,-22773.4683386817,6511.83363195603,9014.60301853565,-4.6,-0.994,-0.166,33231.915,1,294.2913509,1,2817.086221,0,,0,
184.094466,-23263.1235279572,6294.27320241663,8977.8785716861,-4.57,-1,-0.178,33231.915,1,294.2913509,1,2817.086221,0,,0,
185.094466,-23231.4855274905,6074.65815846347,8784.22346759464,-4.54,-1.01,-0.191,33231.915,1,294.2913509,1,2817.086221,0,,0,
186.094466,-23454.7713768574,6502.41514620072,8317.08948567376,-4.5,-1.02,-0.203,33231.915,1,294.2913509,1,2817.086221,0,,0,
187.094466,-23847.9968111799,6322.07088775396,8543.47920148726,-4.47,-1.03,-0.215,33231.915,1,294.2913509,1,2817.086221,0,,0,
188.094466,-24044.5702101117,6196.44852717943,8710.19633142265,-4.44,-1.04,-0.227,33231.915,1,294.2913509,1,2817.086221,0,,0,
189.094466,-24148.0477093142,6078.38418846865,8662.06546622166,-4.41,-1.05,-0.238,33231.915,1,294.2913509,1,2817.086221,0,,0,
190.094466,-24314.4047691245,6373.63049047261,8319.74488406692,-4.38,-1.05,-0.249,33231.915,1,294.2913509,1,2817.086221,0,,0,
191.094466,-24847.2535888764,5899.69525308495,8555.03469215569,-4.35,-1.06,-0.26,33231.915,1,294.2913509,1,2817.086221,0,,0,
192.094466,-24935.2709543508,6210.46262505081,8658.24171737494,-4.32,-1.07,-0.27,33231.915,1,294.2913509,1,2817.086221,0,,0,
193.094466,-25639.9159004362,5969.79988590468,8387.72072784797,-4.29,-1.08,-0.28,33231.915,1,294.2913509,1,2817.086221,0,,0,
194.094466,-25506.986188165,6025.57580989843,8463.7219814318,-4.26,-1.08,-0.29,33231.915,1,294.2913509,1,2817.086221,0,,0,
195.094466,-25734.6294026336,5754.65929883444,8521.06040551015,-4.23,-1.09,-0.299,33231.915,1,294.2913509,1,2817.086221,0,,0,
196.094466,-26100.0692205353,5399.09637204468,8486.33598896334,-4.2,-1.1,-0.309,33231.915,1,294.2913509,1,2817.086221,0,,0,
196.649466,-26361.9602036837,5531.11595441982,8556.64196945829,-4.18,-1.1,-0.314,26046.18107,1,294.2913509,1,2817.086221,0,,0,
197.649466,-26169.4371042941,5645.44932393973,8414.65169796669,-4.15,-1.11,-0.323,26046.18107,1,294.2913509,1,2817.086221,0,,0,
198.649466,-26207.9235492441,5576.29492052702,8597.77067165839,-4.13,-1.11,-0.332,26046.18107,1,294.2913509,1,2817.086221,0,,0,
199.649466,-27115.7705188746,5435.32883731473,8655.20471333415,-4.1,-1.12,-0.341,26046.18107,1,294.2913509,1,2817.086221,0,,0,
200.649466,-27412.3310268286,5290.45690197286,8397.37941398397,-4.07,-1.12,-0.349,26046.18107,1,294.2913509,1,2817.086221,0,,0,
201.649466,-27696.468721695,5054.87190383212,8269.64181533644,-4.05,-1.13,-0.357,26046.18107,1,294.2913509,1,2817.086221,0,,0,
202.649466,-27663.8957774477,5379.04161356487,8504.27905248315,-4.02,-1.13,-0.365,26046.18107,1,294.2913509,1,2817.086221,0,,0,
203.649466,-28056.0529347782,5145.79449001831,8058.28286463211,-3.99,-1.14,-0.373,26046.18107,1,294.2913509,1,2817.086221,0,,0,
204.649466,-28108.1894761219,5361.74127638928,8731.74732903896,-3.97,-1.14,-0.38,26046.18107,1,294.2913509,1,2817.086221,0,,0,
205.649466,-28038.6231377087,5284.59772563413,7957.34294637072,-3.94,-1.15,-0.388,26046.18107,1,294.2913509,1,2817.086221,0,,0,
206.649466,-28644.9276896686,5022.98376566473,8487.14448936504,-3.92,-1.15,-0.395,26046.18107,1,294.2913509,1,2817.086221,0,,0,
207.649466,-29377.7338063701,5077.2027906888,8230.5157096638,-3.89,-1.16,-0.402,26046.18107,1,294.2913509,1,2817.086221,0,,0,
